95721,0.6215076,2.706372,9.481882
95731,0.08741821,2.6488917,9.406439
95831,-0.28979737,3.5937269,8.460406
95841,-0.35925293,3.5697765,8.329878
95851,-0.33889526,3.629652,8.264015
95861,-0.30296996,3.6428246,8.178991
95871,-0.3556604,3.6895275,8.277187
95881,-0.3293152,3.661985,7.970625
95891,-0.16765137,3.7134778,8.192164
95901,-0.45026368,3.8320313,8.33347
95911,-0.62989014,4.132606,8.20414
95921,-0.63108766,4.31822,7.7442956
95931,-0.48618898,4.485872,7.5670643
95941,-0.43589357,4.7792616,7.476053
95951,-0.5616321,5.0187635,7.387438
95961,-0.5340893,5.1600695,7.106023
95971,-0.5939648,5.5312977,7.0700974
95982,-0.48858398,5.854625,6.7527575
95992,-0.5053491,6.1456203,6.283334
96002,-0.54366946,6.821016,5.4163365
96012,-0.87657714,7.4077954,4.191284
96022,-1.2933105,7.8820095,2.1746778
96032,-1.3627661,7.147936,0.11256592
96042,-1.22146,5.0942063,-1.8633252
96052,-0.97118044,2.5662634,-3.786526
96062,-0.8071216,0.04670288,-5.3241286
96072,-0.39996827,-1.9914588,-6.43901
96082,-0.24548951,-3.7961059,-7.644902
96092,-0.27422974,-5.095404,-9.365724
96102,-0.2826123,-5.1049843,-9.905801
96112,0.069455564,-4.8738647,-10.075848
96122,0.17244141,-5.5923705,-10.266252
96132,-0.12573853,-6.6844997,-9.7393465
96142,-0.31135255,-7.2269716,-8.937016
96152,-0.6873706,-7.4173756,-8.3957405
96162,-1.1639795,-8.211325,-7.7179503
96172,-2.203418,-10.056687,-6.981482
96182,-3.427273,-11.97869,-5.215155
96192,-4.9600854,-13.903089,-3.0572424
96202,-6.1959157,-15.428716,-1.2765454
96212,-6.589896,-16.095728,-0.76281375
96222,-6.0103016,-15.474221,-1.8429675
96233,-4.678671,-14.267132,-3.6583924
96243,-3.4991236,-12.763059,-5.0738487
96253,-2.9075537,-12.121194,-6.5060706
96263,-2.3147864,-11.239826,-7.556287
96273,-2.1148024,-10.433903,-7.6377172
96283,-1.8429675,-9.8519125,-7.1658983
96293,-2.3315516,-8.750204,-6.7803
96303,-2.9841943,-7.4616833,-6.6725245
96313,-3.5625916,-5.334906,-5.7588243
96323,-5.4175344,-2.5459058,-3.2284863
96333,-9.430389,-1.22146,-1.1053015
96343,-14.658717,-1.53401,0.8250842
96353,-18.61529,-3.4308655,2.4800427
96363,-20.472628,-5.2067723,4.1373963
96373,-21.164787,-7.494016,4.982838
96383,-21.564756,-9.81958,5.036726
96393,-21.81743,-12.169094,4.7601013
96403,-21.462967,-14.353352,4.0499783
96413,-20.051104,-15.91251,3.046465
96423,-17.998571,-16.700472,1.0538086
96433,-14.97007,-16.140038,-1.1843371
96443,-11.898457,-14.138998,-2.7087672
96453,-9.889035,-11.543994,-1.9974463
96463,-8.787327,-8.707093,-1.4968872
96473,-8.932225,-5.867798,-1.113684
96484,-9.7884445,-3.1434631,-1.2046949
96494,-10.42552,-0.63587767,-2.0333717
96504,-10.499765,2.0645068,-3.305127
96514,-10.293794,4.6415477,-4.0954833
96524,-9.613608,6.227051,-5.118157
96534,-9.096284,6.321654,-5.542075
96544,-9.17532,4.524192,-6.0665846
96554,-9.649533,1.4334192,-6.41506
96564,-10.200388,-2.020199,-6.627019
96574,-10.408755,-5.2630553,-6.1156826
96584,-10.314152,-8.144264,-5.134922
96601,-9.988429,-10.388397,-3.5973194
96611,-10.109378,-12.425362,-2.6213489
96621,-10.092612,-14.491066,-1.7818946
96631,-10.142908,-16.658558,-1.1053015
96641,-10.500963,-17.398619,0.9675879
96651,-11.254197,-16.384329,3.1686108
96661,-11.443403,-14.433585,2.9003687
96671,-11.541599,-11.606265,1.3112732
96681,-11.439811,-8.455616,-0.6251001
96691,-10.867401,-5.3289185,-2.5099804
96701,-9.713001,-3.0500574,-3.2608192
96711,-8.012538,-1.3855188,-2.74589
96721,-6.3503942,-0.45984375,-1.4837146
96731,-5.3684363,-0.16765137,-0.122145995
96741,-5.139712,-0.42032593,0.9675879
96751,-5.938451,-0.8478369,1.8788928
96761,-6.9527416,-1.1759546,2.347119
96771,-7.613767,-1.2633728,2.1339624
96781,-7.6317296,-1.4573693,1.5687377
96791,-7.3371425,-1.8357825,0.9831555
96801,-7.047345,-2.393822,0.60354495
96811,-6.916816,-2.9794042,0.549657
96821,-7.260502,-3.5721717,0.49457154
96831,-8.038883,-4.157754,0.3903882
96842,-9.380094,-4.452341,0.18800904
96852,-10.606344,-4.6978307,-0.12933105
96862,-11.879297,-4.599635,-0.6478528
96872,-12.675641,-4.31822,-1.3364209
96882,-13.11393,-3.8583765,-1.7351917
96892,-13.078004,-3.4033227,-2.071692
96902,-12.769047,-3.0129347,-1.8058448
96912,-12.036171,-2.6752367,-1.2094848
96922,-11.314073,-2.530338,-0.46942383
96932,-10.70454,-2.454895,0.31255004
96942,-10.285412,-2.4441175,0.8801697
96952,-10.095007,-2.2608984,1.4334192
96962,-9.869876,-2.095642,1.7495618
96972,-9.620793,-1.9758911,1.660946
96982,-9.375304,-1.9208057,1.3723462
96992,-8.919053,-1.9112256,1.2633728
97002,-8.780142,-2.0142114,1.1987072
97012,-8.784931,-2.3195765,1.3052857
97022,-8.799302,-2.530338,1.4741346
97032,-8.800499,-2.7159522,1.5735278
97042,-8.765772,-2.6740394,1.7519568
97052,-8.716674,-2.6417065,1.8250049
97062,-8.656798,-2.4656725,2.0046313
97072,-8.590935,-2.3662794,1.9746937
97082,-8.473579,-2.2381458,1.9806812
97092,-8.541837,-2.1267774,2.0441492
97103,-8.31431,-2.1076171,2.074087
97113,-8.208929,-2.003434,1.9890637
97123,-7.9742174,-1.9148182,1.9950513
97133,-7.835306,-1.900448,1.9962487
97143,-7.643705,-1.8010547,2.186653
97153,-7.4485106,-1.7112415,1.9722986
97163,-7.156318,-1.526825,1.8094373
97173,-6.916816,-1.4849122,1.7064514
97183,-6.9287915,-1.5579602,1.7184265
97193,-7.019802,-1.6801062,1.7507592
97203,-7.2006264,-1.9699036,2.0046313
97213,-7.514374,-2.1782703,2.1435425
97223,-7.701185,-2.266886,2.242936
97233,-7.892787,-2.3339465,2.1363573
97243,-8.085586,-2.342329,1.9950513
97253,-8.158634,-2.5004003,1.8178198
97263,-8.264015,-2.7147546,1.8010547
97273,-8.471184,-3.1530433,1.7136365
97283,-9.171727,-3.5458264,1.8585352
97293,-9.891431,-4.142186,1.9603235
97303,-10.813513,-4.742139,1.6393908
97313,-11.281739,-5.2822156,1.653761
97323,-11.07936,-5.701344,1.6166382
97333,-10.527308,-5.696554,1.9375708
97343,-10.109378,-5.5899754,2.086062
97353,-9.905801,-5.623506,1.7160316
97364,-9.987231,-5.5384827,1.5867004
97374,-10.104588,-5.4462743,1.3316308
97384,-9.996812,-5.271438,1.2957056
97394,-9.5070305,-5.151687,1.1951147
97404,-8.915461,-4.975653,1.162782
97414,-8.272397,-4.773274,1.1987072
97424,-7.721543,-4.614005,1.2945081
97434,-7.198231,-4.4475513,1.1951147
97444,-7.0162096,-4.4032435,1.0933264
97454,-7.140751,-4.398453,1.0250684
97464,-7.4964113,-4.5038342,0.9663904
97474,-8.137079,-4.721781,1.1232642
97484,-8.702304,-4.8654823,1.3016931
97494,-9.119037,-5.124144,1.346001
97504,-9.265133,-5.3552637,1.0705737
97514,-9.309441,-5.266648,0.7747888
97524,-9.248368,-5.095404,0.27662477
97534,-9.374106,-4.8032117,0.086220704
97544,-9.480685,-4.5229945,0.05748047
97554,-9.305848,-4.2391844,-0.0047900393
97564,-8.811276,-4.008065,0.30416748
97574,-8.32868,-3.7158728,0.38320312
97584,-7.914342,-3.5398388,0.3927832
97594,-7.9011693,-3.4308655,0.40835083
97605,-8.273595,-3.427273,0.2562671
97615,-8.693921,-3.485951,0.104183346
97625,-9.271121,-3.5206788,0.041912843
97635,-9.827963,-3.7314405,0.019160157
97645,-10.048305,-3.793711,-0.0071850587
97655,-10.008786,-3.7565882,0.040715333
97665,-9.708212,-3.7266505,0.41194335
97675,-9.1765175,-3.6727624,0.6813831
97685,-8.825647,-3.5110986,0.76161623
97695,-8.552615,-3.495531,0.87298465
97705,-8.541837,-3.3877552,0.6885681
97715,-8.649613,-3.2692018,0.58079225
97725,-8.581355,-3.2153137,0.5173242
97735,-8.435259,-3.1769934,0.33889526
97745,-8.104746,-3.1446607,0.31374756
97755,-7.8592567,-3.0919702,0.39877075
97765,-7.556287,-3.150648,0.44667113
97775,-7.3119946,-3.1757958,0.58558226
97785,-7.291637,-3.1326857,0.56881714
97795,-7.2161937,-3.08239,1.0550061
97805,-7.388635,-2.9243188,0.9687854
97815,-7.66047,-2.7482848,0.5125342
97825,-7.867639,-2.5435107,0.19040406
97835,-8.1143265,-2.3998096,-0.064665526
