8613278,-0.74604857,-20.63908,-6.1911254
8613288,2.2573059,-17.883612,-10.072254
8613389,4.8822474,24.196882,-11.650573
8613399,7.406598,31.420261,-15.32094
8613409,-4.3421702,15.629897,-5.5265074
8613419,-13.085189,-9.78126,7.835306
8613429,-17.4082,-23.438858,5.237908
8613439,-7.747888,-26.339228,2.5638685
8613449,3.3254845,-19.934944,-1.2298425
8613459,3.446433,-14.802418,-6.810238
8613469,-0.9568103,-9.323811,-8.866363
8613479,-6.7312026,-5.6259007,-10.247091
8613489,-11.817026,-8.022118,-8.238867
8613499,-16.484919,-12.664864,-6.037844
8613509,-16.805853,-16.395105,-9.110654
8613519,-14.471906,-17.5519,-1.8549427
8613529,-10.095007,-16.31607,22.364693
8613539,0.023950195,-6.9455566,-7.1203933
8613549,1.477727,1.3986914,-11.232641
8613559,-4.8451247,4.4008484,-3.114723
8613569,-5.898933,4.7888417,2.1279747
8613579,-5.0498986,-0.30416748,7.9826
8613589,-1.8992505,-2.9841943,17.304016
8613599,7.1611085,-8.436457,15.740068
8613609,3.935017,-13.258828,-0.10777588
8613619,-2.0417542,-12.115207,-0.7879614
8613629,-1.8693128,-12.293635,-5.7372694
8613639,0.041912843,-17.151932,-16.540005
8613649,-2.1698878,-13.210928,-6.5743284
8613659,-5.292993,-11.669733,-12.484039
8613669,-9.988429,-14.932947,-14.294674
8613679,-19.329004,-8.9022875,8.963361
8613689,-17.281263,-2.9159362,-3.1350806
8613699,-18.151854,-9.09868,-18.064434
8613709,-22.023401,-14.844331,-5.562433
8613720,-5.980364,-14.577287,-3.3015344
8613730,3.9757323,-13.179792,-10.15608
8613740,0.75562865,-10.671009,-10.350077
8613750,-2.2884412,-8.828042,-12.199032
8613760,-2.3758593,-1.6082556,0.23710693
8613770,0.5879773,-0.88735473,12.881613
8613780,6.7276096,2.1088147,22.426964
8613790,14.518608,3.0129347,22.09645
8613800,12.747492,-0.21794678,3.5601966
8613810,8.186176,-1.0933264,-4.8020144
8613820,0.42511597,-3.4488282,-0.04430786
8613830,-7.077283,-8.382568,-8.826844
8613840,-9.815988,-17.104033,-7.374265
8613850,-11.220667,-25.617128,2.7279272
8613860,-14.29707,-23.557411,-0.7807764
8613870,-16.48971,-23.25564,0.58438474
8613880,-16.549585,-18.068027,-10.424322
8613890,-21.365969,-8.938213,-18.14347
8613900,-20.943249,-2.46687,-11.862532
8613910,-9.624386,-4.160149,-15.593972
8613920,-4.5625124,-3.6967127,-16.187937
8613930,-2.3004162,1.22625,-9.659114
8613940,-0.66821045,1.2274475,-4.8020144
8613950,0.12933105,-5.637876,-0.26704466
8613960,-5.9444385,-10.321337,17.199833
8613970,5.2091675,-9.262738,18.802101
8613980,15.798746,-3.6380346,21.386328
8613990,8.655601,3.2165112,5.449867
8614000,1.0861413,-1.9986438,-10.768008
8614010,-7.8377013,-8.102351,-6.7779055
8614020,-15.269447,-17.045355,-5.3923864
8614030,-11.039843,-17.217796,-11.814631
8614040,-12.668456,-20.4367,-1.9459534
8614050,-13.43606,-26.769133,-4.2715173
8614060,-11.693683,-18.074015,-1.165177
8614070,-10.014774,-8.806487,-2.0513341
8614081,-11.11289,-4.794829,-8.352631
8614091,-12.189452,-3.0488598,-9.490265
8614101,-4.9373326,-3.1135254,-21.392315
8614111,-8.865165,-4.0607557,-20.898941
8614121,-10.806328,-5.290598,-4.604425
8614131,-10.502161,-10.14171,9.891431
8614141,-3.429668,-12.015813,22.328768
8614151,1.5184424,-1.101709,22.094055
8614161,1.1064991,10.536888,14.4311905
8614171,4.2978625,8.996891,15.3401
8614181,6.758745,0.77718383,17.076488
8614191,4.3517504,-3.9972875,9.613608
8614201,0.05269043,-9.174122,13.899496
8614211,-0.46343628,-14.568904,10.306967
8614221,-3.5266662,-17.736317,11.767928
8614231,-2.266886,-16.96512,-0.91250247
8614241,-4.88584,-15.294595,2.562671
8614251,-5.5121374,-13.752202,4.0487804
8614261,-7.186256,-12.836107,2.5902135
8614271,-4.2152343,-10.394384,-0.74006104
8614281,-2.142345,-10.043514,-1.6573535
8614291,-2.4321423,-8.4520235,-1.4034815
8614301,-5.4390893,-4.9301476,4.091891
8614311,-7.423363,-5.139712,4.575685
8614321,-9.21364,-9.366921,0.59276736
8614331,-12.385843,-11.70925,-2.802173
8614341,-14.425202,-12.038566,-6.079757
8614351,-13.584551,-11.892469,-7.156318
8614361,-13.656402,-12.288845,-5.043911
8614371,-11.70925,-8.080796,-2.3207738
8614381,-8.374186,-0.93765014,-1.5663428
8614391,-5.667814,4.9912205,-3.822451
8614401,-6.3204565,6.894064,-6.827003
8614411,-6.1839404,8.701106,-8.010143
8614421,2.8464806,9.031619,-7.213799
8614431,7.589817,-2.7734327,1.4537768
8614441,-6.3743443,-21.904848,12.698394
8614451,-4.223617,-25.959618,18.175804
8614461,10.414742,-13.848003,17.622553
8614472,3.458408,-4.9864306,7.8808117
8614482,3.5063086,-0.87657714,-3.7158728
8614492,-6.060597,-8.498727,-2.386637
8614502,-3.1554382,-13.590538,-1.346001
8614512,-2.4093897,-16.45139,6.0414367
8614522,-2.76984,-11.933185,6.138435
